"","X","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"862",862,"Inexistente",18,"Pago mas já esteve em atraso","negócios",2169,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Carro/outro",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",862
"863",863,"Negativo",24,"Pago em dia","rádio/televisão",2439,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",863
"864",864,"Inexistente",27,"Pendente (outros bancos)","móveis/equipamentos",4526,"> 1000","...<1ano",4,"Homem"," solteiro","nenhum",2,"Imóvel",32,"lojas","própria",2,"não qualificado - residente",2,"Sim, registrado em nome do cliente","Sim","Bom",864
"865",865,"Inexistente",10,"Pago em dia","móveis/equipamentos",2210,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Imóvel",25,"banco","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",865
"866",866,"Inexistente",15,"Pago em dia","móveis/equipamentos",2221,"500 - 1000","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",20,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",866
"867",867,"Negativo",18,"Pago em dia","rádio/televisão",2389,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"Carro/outro",27,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",867
"868",868,"Inexistente",12,"Pendente (outros bancos)","móveis/equipamentos",3331,"< 100","> 7",2,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",42,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",868
"869",869,"Inexistente",36,"Pago em dia","negócios",7409,"Desconhecido/Inexistente","> 7",3,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",37,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",869
"870",870,"Negativo",12,"Pago em dia","móveis/equipamentos",652,"< 100","> 7",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",24,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",870
"871",871,"Inexistente",36,"Pago mas já esteve em atraso","móveis/equipamentos",7678,"500 - 1000","4 - 7",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",40,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",871
"872",872,"Alto",6,"Pendente (outros bancos)","carro (novo)",1343,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"Imóvel",46,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Nenhum","Não","Bom",872
"873",873,"Negativo",24,"Pendente (outros bancos)","negócios",1382,"100 - 500","4 - 7",4,"Homem"," solteiro","nenhum",1,"Imóvel",26,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",873
"874",874,"Inexistente",15,"Pago em dia","eletrodomésticos",874,"Desconhecido/Inexistente","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"Imóvel",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",874
"875",875,"Negativo",12,"Pago em dia","móveis/equipamentos",3590,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",2,"Poupança/
Seguro de vida",29,"nenhum","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Bom",875
"876",876,"Regular",11,"Pendente (outros bancos)","carro (novo)",1322,"> 1000","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",40,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",876
"877",877,"Negativo",18,"Quitados","rádio/televisão",1940,"< 100","...<1ano",3,"Homem"," solteiro","co-requerente",4,"Sem posses/
desconhecido",36,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",877
"878",878,"Inexistente",36,"Pago em dia","rádio/televisão",3595,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"Carro/outro",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",878
"879",879,"Negativo",9,"Pago em dia","carro (novo)",1422,"< 100","...<1ano",3,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",27,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",879
"880",880,"Inexistente",30,"Pendente (outros bancos)","rádio/televisão",6742,"Desconhecido/Inexistente","4 - 7",2,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",880
"881",881,"Inexistente",24,"Pago em dia","carro (usado)",7814,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",3,"Carro/outro",38,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",881
"882",882,"Inexistente",24,"Pago em dia","carro (usado)",9277,"Desconhecido/Inexistente","1 - 4",2,"Homem","uniao registrada","nenhum",4,"Sem posses/
desconhecido",48,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",882
"883",883,"Regular",30,"Pendente (outros bancos)","carro (novo)",2181,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Imóvel",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",883
"884",884,"Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1098,"< 100","desempregado",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",65,"nenhum","própria",2,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",884
"885",885,"Regular",24,"Pago em dia","móveis/equipamentos",4057,"< 100","4 - 7",3,"Homem","uniao registrada","nenhum",3,"Carro/outro",43,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",885
"886",886,"Negativo",12,"Pago em dia","educação",795,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",53,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",886
"887",887,"Regular",24,"Pendente (outros bancos)","negócios",2825,"Desconhecido/Inexistente","4 - 7",4,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",34,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",887
"888",888,"Regular",48,"Pago em dia","negócios",15672,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Carro/outro",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",888
"889",889,"Inexistente",36,"Pendente (outros bancos)","carro (novo)",6614,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",34,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",889
"890",890,"Inexistente",28,"Quitados","carro (usado)",7824,"Desconhecido/Inexistente","...<1ano",3,"Homem"," solteiro","fiador",4,"Imóvel",40,"banco","alugada",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",890
"891",891,"Negativo",27,"Pendente (outros bancos)","negócios",2442,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",43,"lojas","própria",4,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",891
"892",892,"Inexistente",15,"Pendente (outros bancos)","rádio/televisão",1829,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",892
"893",893,"Negativo",12,"Pendente (outros bancos)","carro (novo)",2171,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",38,"banco","própria",2,"não qualificado - residente",1,"Nenhum","Não","Bom",893
"894",894,"Regular",36,"Pendente (outros bancos)","carro (usado)",5800,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",4,"Carro/outro",34,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",894
"895",895,"Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1169,"Desconhecido/Inexistente","1 - 4",4,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",29,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",895
"896",896,"Inexistente",36,"Pago mas já esteve em atraso","carro (usado)",8947,"Desconhecido/Inexistente","4 - 7",3,"Homem"," solteiro","nenhum",2,"Carro/outro",31,"lojas","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",896
"897",897,"Negativo",21,"Pago em dia","rádio/televisão",2606,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",28,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",897
"898",898,"Inexistente",12,"Pendente (outros bancos)","móveis/equipamentos",1592,"> 1000","4 - 7",3,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","Bom",898
"899",899,"Inexistente",15,"Pago em dia","móveis/equipamentos",2186,"Desconhecido/Inexistente","4 - 7",1,"Mulher","uniao registrada","nenhum",4,"Imóvel",33,"banco","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",899
"900",900,"Negativo",18,"Pago em dia","móveis/equipamentos",4153,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",3,"Carro/outro",42,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",900
"901",901,"Negativo",16,"Pendente (outros bancos)","carro (novo)",2625,"< 100","> 7",2,"Homem"," solteiro","fiador",4,"Poupança/
Seguro de vida",43,"banco","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",901
"902",902,"Inexistente",20,"Pendente (outros bancos)","carro (novo)",3485,"Desconhecido/Inexistente","...<1ano",2,"Homem","uniao registrada","nenhum",4,"Imóvel",44,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",902
"903",903,"Inexistente",36,"Pendente (outros bancos)","carro (usado)",10477,"Desconhecido/Inexistente","> 7",2,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",42,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",903
"904",904,"Inexistente",15,"Pago em dia","rádio/televisão",1386,"Desconhecido/Inexistente","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Imóvel",40,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",904
"905",905,"Inexistente",24,"Pago em dia","rádio/televisão",1278,"< 100","> 7",4,"Homem"," solteiro","nenhum",1,"Imóvel",36,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",905
"906",906,"Negativo",12,"Pago em dia","rádio/televisão",1107,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Imóvel",20,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",906
"907",907,"Negativo",21,"Pago em dia","carro (novo)",3763,"Desconhecido/Inexistente","4 - 7",2,"Homem"," solteiro","co-requerente",2,"Imóvel",24,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Não","Bom",907
"908",908,"Regular",36,"Pago em dia","educação",3711,"Desconhecido/Inexistente","1 - 4",2,"Homem","uniao registrada","nenhum",2,"Carro/outro",27,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",908
"909",909,"Inexistente",15,"Pago mas já esteve em atraso","carro (usado)",3594,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",46,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",909
"910",910,"Regular",9,"Pago em dia","carro (novo)",3195,"Desconhecido/Inexistente","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"Imóvel",33,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",910
"911",911,"Inexistente",36,"Pago mas já esteve em atraso","rádio/televisão",4454,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",34,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",911
"912",912,"Regular",24,"Pendente (outros bancos)","móveis/equipamentos",4736,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",25,"banco","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",912
"913",913,"Regular",30,"Pago em dia","rádio/televisão",2991,"Desconhecido/Inexistente","> 7",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",25,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",913
"914",914,"Inexistente",11,"Pago em dia","negócios",2142,"> 1000","> 7",1,"Homem","uniao registrada","nenhum",2,"Imóvel",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",914
"915",915,"Negativo",24,"Quitados","negócios",3161,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",31,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",915
"916",916,"Regular",48,"Quitados","carro (usado)",18424,"< 100","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",32,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Não","Ruim",916
"917",917,"Inexistente",10,"Pago em dia","carro (usado)",2848,"100 - 500","1 - 4",1,"Homem"," solteiro","co-requerente",2,"Imóvel",32,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",917
"918",918,"Negativo",6,"Pago em dia","carro (novo)",14896,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",68,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",918
"919",919,"Negativo",24,"Pago em dia","móveis/equipamentos",2359,"100 - 500","desempregado",1,"Homem","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",919
"920",920,"Negativo",24,"Pago em dia","móveis/equipamentos",3345,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",39,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",920
"921",921,"Inexistente",18,"Pendente (outros bancos)","móveis/equipamentos",1817,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"Sem posses/
desconhecido",28,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",921
"922",922,"Inexistente",48,"Pago mas já esteve em atraso","rádio/televisão",12749,"500 - 1000","4 - 7",4,"Homem"," solteiro","nenhum",1,"Carro/outro",37,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",922
"923",923,"Negativo",9,"Pago em dia","rádio/televisão",1366,"< 100","...<1ano",3,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",22,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",923
"924",924,"Regular",12,"Pago em dia","carro (novo)",2002,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",30,"nenhum","alugada",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",924
"925",925,"Negativo",24,"Quitados","móveis/equipamentos",6872,"< 100","...<1ano",2,"Homem","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",55,"banco","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",925
"926",926,"Negativo",12,"Quitados","carro (novo)",697,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",2,"Carro/outro",46,"banco","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",926
"927",927,"Negativo",18,"Pendente (outros bancos)","móveis/equipamentos",1049,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",927
"928",928,"Negativo",48,"Pago em dia","carro (usado)",10297,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",39,"lojas","de graça",3,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Ruim",928
"929",929,"Inexistente",30,"Pago em dia","rádio/televisão",1867,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",58,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",929
"930",930,"Negativo",12,"Pago mas já esteve em atraso","carro (novo)",1344,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"Imóvel",43,"nenhum","própria",2,"não qualificado - residente",2,"Nenhum","Sim","Bom",930
"931",931,"Negativo",24,"Pago em dia","móveis/equipamentos",1747,"< 100","...<1ano",4,"Homem"," solteiro","co-requerente",1,"Poupança/
Seguro de vida",24,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Não","Bom",931
"932",932,"Regular",9,"Pago em dia","rádio/televisão",1670,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"Carro/outro",22,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",932
"933",933,"Inexistente",9,"Pendente (outros bancos)","carro (novo)",1224,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",1,"Imóvel",30,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",933
"934",934,"Inexistente",12,"Pendente (outros bancos)","rádio/televisão",522,"500 - 1000","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",42,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",934
