"","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"857","Inexistente",10,"Pago em dia","reciclagem",894,"desconhecido/semcontapoupança","4 - 7",4,"Mulher","uniao registrada","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",40,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",857
"858","Inexistente",15,"Pendente (outros bancos)","móveis/equipamentos",3343,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"desconhecido/sem propriedade",28,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",858
"859","Negativo",15,"Pago em dia","carro (novo)",3959,"< 100","1 - 4",3,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",29,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",859
"860","Inexistente",9,"Pago em dia","carro (novo)",3577,"100 - 500","1 - 4",1,"Homem"," solteiro","fiador",2,"imobiliária",26,"nenhum","alugada",1,"funcionário/funcionário qualificado",2,"Nenhum","Não","Bom",860
"861","Inexistente",24,"Pendente (outros bancos)","carro (usado)",5804,"> 1000","1 - 4",4,"Homem"," solteiro","nenhum",2,"imobiliária",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",861
"862","Inexistente",18,"Pago mas já esteve em atraso","negócios",2169,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",862
"863","Negativo",24,"Pago em dia","rádio/televisão",2439,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"imobiliária",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",863
"864","Inexistente",27,"Pendente (outros bancos)","móveis/equipamentos",4526,"> 1000","...<1ano",4,"Homem"," solteiro","nenhum",2,"imobiliária",32,"lojas","própria",2,"não qualificado - residente",2,"Sim, registrado em nome do cliente","Sim","Bom",864
"865","Inexistente",10,"Pago em dia","móveis/equipamentos",2210,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"imobiliária",25,"banco","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",865
"866","Inexistente",15,"Pago em dia","móveis/equipamentos",2221,"500 - 1000","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",20,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",866
"867","Negativo",18,"Pago em dia","rádio/televisão",2389,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"carro ou outro, não em conta poupança/títulos",27,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",867
"868","Inexistente",12,"Pendente (outros bancos)","móveis/equipamentos",3331,"< 100","> 7",2,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",42,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",868
"869","Inexistente",36,"Pago em dia","negócios",7409,"desconhecido/semcontapoupança","> 7",3,"Homem"," solteiro","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",37,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",869
"870","Negativo",12,"Pago em dia","móveis/equipamentos",652,"< 100","> 7",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",24,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",870
"871","Inexistente",36,"Pago mas já esteve em atraso","móveis/equipamentos",7678,"500 - 1000","4 - 7",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",40,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",871
"872","Alto",6,"Pendente (outros bancos)","carro (novo)",1343,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"imobiliária",46,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Nenhum","Não","Bom",872
"873","Negativo",24,"Pendente (outros bancos)","negócios",1382,"100 - 500","4 - 7",4,"Homem"," solteiro","nenhum",1,"imobiliária",26,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",873
"874","Inexistente",15,"Pago em dia","eletrodomésticos",874,"desconhecido/semcontapoupança","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"imobiliária",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",874
"875","Negativo",12,"Pago em dia","móveis/equipamentos",3590,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",2,"contrato de poupança/seguro de vida da sociedade civil",29,"nenhum","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Bom",875
"876","Regular",11,"Pendente (outros bancos)","carro (novo)",1322,"> 1000","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",40,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",876
"877","Negativo",18,"Quitados","rádio/televisão",1940,"< 100","...<1ano",3,"Homem"," solteiro","co-requerente",4,"desconhecido/sem propriedade",36,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",877
"878","Inexistente",36,"Pago em dia","rádio/televisão",3595,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",878
"879","Negativo",9,"Pago em dia","carro (novo)",1422,"< 100","...<1ano",3,"Homem"," solteiro","nenhum",2,"desconhecido/sem propriedade",27,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",879
"880","Inexistente",30,"Pendente (outros bancos)","rádio/televisão",6742,"desconhecido/semcontapoupança","4 - 7",2,"Homem"," solteiro","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",880
"881","Inexistente",24,"Pago em dia","carro (usado)",7814,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",3,"carro ou outro, não em conta poupança/títulos",38,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",881
"882","Inexistente",24,"Pago em dia","carro (usado)",9277,"desconhecido/semcontapoupança","1 - 4",2,"Homem","uniao registrada","nenhum",4,"desconhecido/sem propriedade",48,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",882
"883","Regular",30,"Pendente (outros bancos)","carro (novo)",2181,"desconhecido/semcontapoupança","> 7",4,"Homem"," solteiro","nenhum",4,"imobiliária",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",883
"884","Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1098,"< 100","desempregado",4,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",65,"nenhum","própria",2,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",884
"885","Regular",24,"Pago em dia","móveis/equipamentos",4057,"< 100","4 - 7",3,"Homem","uniao registrada","nenhum",3,"carro ou outro, não em conta poupança/títulos",43,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",885
"886","Negativo",12,"Pago em dia","educação",795,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",53,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",886
"887","Regular",24,"Pendente (outros bancos)","negócios",2825,"desconhecido/semcontapoupança","4 - 7",4,"Homem"," solteiro","nenhum",3,"desconhecido/sem propriedade",34,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",887
"888","Regular",48,"Pago em dia","negócios",15672,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",888
"889","Inexistente",36,"Pendente (outros bancos)","carro (novo)",6614,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",34,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",889
"890","Inexistente",28,"Quitados","carro (usado)",7824,"desconhecido/semcontapoupança","...<1ano",3,"Homem"," solteiro","fiador",4,"imobiliária",40,"banco","alugada",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",890
"891","Negativo",27,"Pendente (outros bancos)","negócios",2442,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",43,"lojas","própria",4,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",891
"892","Inexistente",15,"Pendente (outros bancos)","rádio/televisão",1829,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",892
"893","Negativo",12,"Pendente (outros bancos)","carro (novo)",2171,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",38,"banco","própria",2,"não qualificado - residente",1,"Nenhum","Não","Bom",893
"894","Regular",36,"Pendente (outros bancos)","carro (usado)",5800,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",34,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",894
"895","Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1169,"desconhecido/semcontapoupança","1 - 4",4,"Homem"," solteiro","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",29,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",895
"896","Inexistente",36,"Pago mas já esteve em atraso","carro (usado)",8947,"desconhecido/semcontapoupança","4 - 7",3,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",31,"lojas","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",896
"897","Negativo",21,"Pago em dia","rádio/televisão",2606,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",28,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",897
"898","Inexistente",12,"Pendente (outros bancos)","móveis/equipamentos",1592,"> 1000","4 - 7",3,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","Bom",898
"899","Inexistente",15,"Pago em dia","móveis/equipamentos",2186,"desconhecido/semcontapoupança","4 - 7",1,"Mulher","uniao registrada","nenhum",4,"imobiliária",33,"banco","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",899
"900","Negativo",18,"Pago em dia","móveis/equipamentos",4153,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",3,"carro ou outro, não em conta poupança/títulos",42,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",900
"901","Negativo",16,"Pendente (outros bancos)","carro (novo)",2625,"< 100","> 7",2,"Homem"," solteiro","fiador",4,"contrato de poupança/seguro de vida da sociedade civil",43,"banco","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",901
"902","Inexistente",20,"Pendente (outros bancos)","carro (novo)",3485,"desconhecido/semcontapoupança","...<1ano",2,"Homem","uniao registrada","nenhum",4,"imobiliária",44,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",902
"903","Inexistente",36,"Pendente (outros bancos)","carro (usado)",10477,"desconhecido/semcontapoupança","> 7",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",42,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",903
"904","Inexistente",15,"Pago em dia","rádio/televisão",1386,"desconhecido/semcontapoupança","1 - 4",4,"Homem","uniao registrada","nenhum",2,"imobiliária",40,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",904
"905","Inexistente",24,"Pago em dia","rádio/televisão",1278,"< 100","> 7",4,"Homem"," solteiro","nenhum",1,"imobiliária",36,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",905
"906","Negativo",12,"Pago em dia","rádio/televisão",1107,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"imobiliária",20,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",906
"907","Negativo",21,"Pago em dia","carro (novo)",3763,"desconhecido/semcontapoupança","4 - 7",2,"Homem"," solteiro","co-requerente",2,"imobiliária",24,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Não","Bom",907
"908","Regular",36,"Pago em dia","educação",3711,"desconhecido/semcontapoupança","1 - 4",2,"Homem","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",27,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",908
"909","Inexistente",15,"Pago mas já esteve em atraso","carro (usado)",3594,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",46,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",909
"910","Regular",9,"Pago em dia","carro (novo)",3195,"desconhecido/semcontapoupança","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"imobiliária",33,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",910
"911","Inexistente",36,"Pago mas já esteve em atraso","rádio/televisão",4454,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"imobiliária",34,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",911
"912","Regular",24,"Pendente (outros bancos)","móveis/equipamentos",4736,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",25,"banco","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",912
"913","Regular",30,"Pago em dia","rádio/televisão",2991,"desconhecido/semcontapoupança","> 7",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",25,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",913
"914","Inexistente",11,"Pago em dia","negócios",2142,"> 1000","> 7",1,"Homem","uniao registrada","nenhum",2,"imobiliária",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",914
"915","Negativo",24,"Quitados","negócios",3161,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",31,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",915
"916","Regular",48,"Quitados","carro (usado)",18424,"< 100","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",32,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Não","Ruim",916
"917","Inexistente",10,"Pago em dia","carro (usado)",2848,"100 - 500","1 - 4",1,"Homem"," solteiro","co-requerente",2,"imobiliária",32,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",917
"918","Negativo",6,"Pago em dia","carro (novo)",14896,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",68,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",918
"919","Negativo",24,"Pago em dia","móveis/equipamentos",2359,"100 - 500","desempregado",1,"Homem","uniao registrada","nenhum",1,"contrato de poupança/seguro de vida da sociedade civil",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",919
